Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,IsExcludedFromTerritory2Filter,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
b5ac3fd4-bbb4-41ff-912f-bf577dae9045,ff0be660-bde4-43e9-bc0c-e1236f88ffb3,Skyba - Additional Sale,#N/A,Id. Decision Makers,34995.0,60.0,2024-08-04,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b113b014-5dd4-4deb-9e30-4b787816e40b,b0695f40-6835-4d3d-99d3-30125d9d5f28,Meejo - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-04-17,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
efe2b6d5-38e9-45ce-90a7-59ac329e5585,eef5f492-0594-45c7-9331-4a3a24811e5f,Jaxworks - Upsell,#N/A,Perception Analysis,100082.0,70.0,2024-12-05,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1200b99e-ee51-48c9-87d7-fce698946bcb,07f76aee-df68-4f3c-a2d0-ce2aae77477b,Rhynyx - Additional Sale,#N/A,Negotiation/Review,34995.0,90.0,2024-09-18,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
777b03d9-be61-4497-a4f6-33ade2ce287c,dcbcfbbc-016d-4a41-8e50-5e01f8a35e4d,Dynazzy - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4909fe48-c4a6-4a49-beb5-d5a5363f183a,7abdca92-5b14-4878-ab51-d256a80cc8b3,Skalith - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6b2f5095-5350-4676-8dd5-167b807a7521,25a8ed68-137b-4999-bb69-92c88ba7c0f8,Aibox - Initial Sale,#N/A,Value Proposition,72395.0,50.0,2024-11-21,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a526d685-69b4-4855-be76-de633343f7fd,c029770d-5220-491d-b40e-63f969831da9,Edgetag - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
810d5382-cb1f-46da-be98-a9a316f6f28d,c55b82f2-e354-4dfb-8536-9c758f2c9c93,Vipe - Additional Sale,#N/A,Proposal/Price Quote,34995.0,75.0,2024-09-02,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
05f95998-1143-4d77-93e3-ff333a4fd057,4be52c50-c919-4362-935d-2d538d3d15ac,Topicware - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7b935d87-ecc6-4f2f-98c0-43b6087668e4,acefbac6-12f0-4a0d-9730-9d49e93842e7,Avaveo - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
87074a87-c049-4f25-8826-6b6f138c6472,44263df9-7f9e-4a33-9cfa-dd57f06e5420,Plambee - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-15,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e82c846a-73ee-45c7-915f-6d54e5609e37,ae67e8bd-7986-4174-93c5-e2ada2e85fe0,Twimm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-28,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e50b5755-7b4e-4592-b2c3-1de93446b6a4,d8e80726-d710-40c2-9d23-a718a94050eb,Pixoboo - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
460aefe7-bf7f-4936-b8aa-081894636e43,56b8d107-a8bc-40c0-a28b-7fe0ce4fe07f,Eidelr-Ashpool - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
063d3087-ed3c-4613-80b9-59730490b2af,89e41d9c-0108-488c-aa05-d52c3122d247,Yakitrit-Germain Hospital - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
68400e31-c32d-4b8b-9d7e-a6deb9ff3d3f,9322e0bf-5d1a-4df1-9fe0-318d92668892,Chatterpoint - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
260125e9-c79a-4a6b-852d-fa17fa6e5322,6510056e-5f1b-4a16-9d74-b6ea65178c1a,Browsetype - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d33e4187-09d2-455b-ba57-aa1ceae6121d,e857584d-6700-4655-9321-5320dac4779e,Podcat - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-09-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8eebb974-68ce-4c2e-a6a3-e6a08ff763b5,658bcd93-0076-4d72-9287-c43b32b26c8c,Topicshots - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
15c120f5-899d-4099-a36f-001c98e5630c,462d281f-9198-414b-8430-1055e02c44b3,Centimia - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
921ff8ba-2c1b-4f90-8cd6-b386a5cef6fd,27332136-46df-4e4e-83f1-63d0bd0dc11b,Thoughtmix - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6e0a1848-d8cd-4aed-bc61-b4b3d659e433,914763c8-c591-491b-8e34-5ad0261497cd,Edgepulse - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9acca775-8d83-4013-9310-407a8cc4f2b2,1e875e01-dce1-4f84-9c22-b0b06e6f6db3,Meembee - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
427e2425-eb87-4e48-8828-2bd4f4b25957,48c58d0c-8ca2-4b30-9f9b-6c06db811d9a,Ooba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-28,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a8d85bc3-c8a3-42a6-b3df-b0153a5adb71,ce4a2d0f-655f-427c-8460-2c5c48aaf95c,Skimia - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ed5cd948-4aa2-4a24-ac3f-d0a0b41c39fb,5dfde749-c4d8-4c22-85f1-3ad25e7bd300,Feedbug - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c9ffa2cc-4406-4fc0-ad15-c9ed385ce490,68efc6be-6492-4fd7-b926-4f7d9ced7019,Brightdog - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9c6b7444-af65-43a5-92d2-4a5e15ef0775,658bcd93-0076-4d72-9287-c43b32b26c8c,Topicshots - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e68ade93-de05-442d-8887-3fc948036e6b,c029770d-5220-491d-b40e-63f969831da9,Edgetag - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b93d57bb-b22e-4455-a9dc-39bb5e751817,d1142712-e8fb-4477-b437-f2b40e214875,Babbleopia - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2c9ebdc0-3cb5-47f2-85bb-d885d44b31c5,4d542920-b0ab-4155-86c0-4d4cb0c156fc,Shufflester - SOW 1,#N/A,Negotiation/Review,43495.0,90.0,2024-10-16,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d16cfbf6-f4ef-4454-9453-69ad23131dec,4e601993-78c7-43d7-b3eb-496ccb34a853,Wikibox - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5e0e3063-f2c1-4735-95a1-e20bffab24d1,22d94d2f-b471-4858-8af1-676962d844dc,Oloo - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a9edab1a-9462-4edf-a74b-04e5c9c2c917,22d94d2f-b471-4858-8af1-676962d844dc,Oloo - SOW 1,#N/A,Needs Analysis,72395.0,20.0,2024-11-15,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b092398c-fe38-4403-be3a-a8bd6c6f52e8,faef6df6-598e-483f-9455-0add02416161,Tazzy - Additional Sale,#N/A,Qualification,34995.0,10.0,2024-09-25,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b42f4b87-3ce6-438e-94aa-c9c745808e69,65c7c4c1-f932-48f0-996a-c70df881da24,Divavu - Cross-sell,#N/A,Proposal/Price Quote,22975.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
166dd0cf-e61b-4c36-943f-e99ad403898f,9e092284-ab73-4dd2-86d4-b5296ee3cbd4,Topiclounge - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
28dfbaa0-db01-4fb5-95c3-c3f996738f35,c8a7f003-1abe-4ee1-8bea-462e1783bd71,Mybuzz - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d2c5521e-8433-4b80-9b61-af27ff234505,a359a6af-72fc-4210-a4d6-be87d69d815d,Fliptune - SOW 1,#N/A,Needs Analysis,71595.0,20.0,2024-11-30,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
559cd762-f942-419d-8f2b-b49fa94523a2,ca8fdfa0-a83d-42bc-878e-92bd5bbee82c,Digitube - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
055b049b-2169-4112-885c-85a72d4544ae,56b8d107-a8bc-40c0-a28b-7fe0ce4fe07f,Eidelr-Ashpool - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
86854424-5c36-4173-bb15-d03d60739538,5dbc063b-6254-481f-823c-45ad0a37027b,Babblestorm - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
53c999e9-2575-4e50-b9ff-23364e366cd0,c8a7f003-1abe-4ee1-8bea-462e1783bd71,Mybuzz - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8f05a37d-0954-4da6-87d3-16811eb1cf98,5dfde749-c4d8-4c22-85f1-3ad25e7bd300,Feedbug - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-09-25,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2503f9b0-336a-47f4-936e-a1fd74809764,94ce57a6-fe21-4a95-b789-b9d144cf30eb,Omba - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3d23eb37-f6cf-45e5-a7c6-53c46924643c,ae118f52-58c8-4d99-9c82-feae8041a5a7,Buzzbean - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7298c8aa-d4f2-4858-be1f-1bee6eb9cc6d,c55b82f2-e354-4dfb-8536-9c758f2c9c93,Vipe - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
94ba2fe9-e2c9-4159-8532-57174c08e932,d9c5b673-a202-48d2-b2f3-1cf30bce90bd,Quinu - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a8515e9f-ad74-410c-ad12-527e19b3ba93,dba53373-e62f-40f5-a0b3-9a4f8dbcbc61,Yodel - Upsell,#N/A,Perception Analysis,100082.0,70.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
11c86877-681f-4136-aaed-ed469df0c982,414e0a99-a8d8-4f04-957f-ea01ea5fc9fa,Yamia - SOW 2,#N/A,Value Proposition,43497.0,50.0,2024-11-15,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b20a0f6d-27e6-48ab-9a77-a0b88ecfbd0c,ea07276a-03df-4d59-82ce-631ed34d26b4,Pixonyx - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8fe491e8-6ae6-4423-bfcd-c63c77fc3a42,4189c3bf-8825-4df3-8697-7ef6c8ed0638,Lazzy - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bcaa091b-8035-4fb2-a035-311e8b6c0ee4,15643125-c2f1-4596-ac91-02de68bb8cb1,Mynte - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
52c3cdf4-1bc8-4dd7-9cb7-2478870f8f1f,414e0a99-a8d8-4f04-957f-ea01ea5fc9fa,Yamia - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ebb69cb5-8aa9-4d54-af61-a2baaa9c2501,0112b624-be48-4f3a-84c1-8dd28a471060,Bluejam op,#N/A,Closed Won,10.19,100.0,2024-09-04,#N/A,#N/A,#N/A,Closed,false,true,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3bfcb8df-4e8f-4f9c-afb5-a3f38fdb4fdf,f7f2831f-fc8f-448f-97de-2490d6607eaf,Mycat - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4fce94fa-4c91-4f25-9e34-75e500b4cb59,44263df9-7f9e-4a33-9cfa-dd57f06e5420,Plambee - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8c3b360d-9bcb-45a5-8751-a421f3dd2dd7,1e875e01-dce1-4f84-9c22-b0b06e6f6db3,Meembee - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
18dab57e-4d57-4618-b6d7-eef11351f094,6e974363-c737-4dce-ae6e-96f6039e3bc4,Realcube - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-12-18,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
372406ec-ad86-4cbe-b012-11360b70e7df,34da0f59-6032-46be-9ba4-2437f23dcb60,Jaxspan - Upsell,#N/A,Qualification,75000.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7d8a1352-563d-456d-a25b-04076f1a446d,9fcaec29-788f-4ba9-930c-d179184e70e7,Gabtype - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
147b4b8e-de87-428d-965b-3aec3f931f43,a619ea0f-efd3-47c4-aecf-f62ce31693c7,Eamia - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-15,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d71370a6-77e0-417c-b471-dc40ac60ada1,afbc78b4-d734-49d7-a160-75fca21f7cad,Topicstorm - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a8922621-34b8-4e6c-ba82-a49d900601b4,766d113f-41e9-402c-ae15-ec3539f5e349,Wordtune - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-11-13,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
78a3d00c-c7b1-4f76-9487-56c03ca1dc72,7abdca92-5b14-4878-ab51-d256a80cc8b3,Skalith - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e776f7e9-86fd-4611-9c8f-149d0679fb0f,472afe3b-2f56-4263-b705-0163d079bb5c,Zoonoodle - Upsell,#N/A,Qualification,100082.0,10.0,2025-01-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
eacf4a71-0418-4ce6-b9c2-f04e207ea671,eef5f492-0594-45c7-9331-4a3a24811e5f,Jaxworks - Initial Sale,#N/A,Qualification,74395.0,10.0,2024-10-07,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
61164397-2de1-4cb9-b0a9-e860848287d4,414e0a99-a8d8-4f04-957f-ea01ea5fc9fa,Yamia - SOW 1,#N/A,Value Proposition,39595.0,50.0,2024-11-15,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f8bb7f50-f5be-44bf-b503-4ce7ff28439a,4071d2e3-ad3e-4756-9bd0-e60ffb34b2fe,Jabbersphere - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
89d3fa8c-270f-46dc-acec-85581fc7f914,7b0d6880-0960-49e6-9cda-ac5d33cfd8f6,Yozio - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-12-18,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
745fa383-1bed-495b-a8aa-07e1ea3977cc,766d113f-41e9-402c-ae15-ec3539f5e349,Wordtune - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-05-02,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1bfb6804-3c37-4a04-bae0-6e2a5835fe38,e68b2ea0-8a1f-44ad-9c7b-685a79ab5ce7,Voomm - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-07-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2a39fa0a-7058-4a02-8361-4508af1abf94,ae67e8bd-7986-4174-93c5-e2ada2e85fe0,Twimm - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-05,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6bd9a602-e1ff-4c91-b628-7e34808101bd,#N/A,renewal op,#N/A,Prospecting,#N/A,10.0,2024-09-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e25ebcbd-04cc-4758-aba9-5194b05d7149,4be52c50-c919-4362-935d-2d538d3d15ac,Topicware - Additional Sale,#N/A,Id. Decision Makers,29995.0,60.0,2024-11-03,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a1b8356d-fc3a-441f-b75e-3edf64e3f245,bab53007-42ba-40c6-87f2-0ca116e32810,Browsebug - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-11-29,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a827c137-cc16-4083-b288-8a8dfc87e72e,68efc6be-6492-4fd7-b926-4f7d9ced7019,Brightdog - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-04-17,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
